Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA01.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA02.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA03.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA04.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA05.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA06.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA07.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA08.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA09.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA10.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA11.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA12.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB01.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB02.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB03.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB04.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB05.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB06.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB07.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB08.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB09.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB10R1.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB10R2.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB11.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB12.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC01.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC02.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC03.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC04.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC05.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC06.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC07.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC08.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC09.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC10.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC11.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC12.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD01.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD02.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD03.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD04.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD05.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD06.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD07.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD08.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampled09.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD10.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD11.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD12.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE01.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE02.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE03.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE04.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE05.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE06.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE07.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE08.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE09.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE10.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE11.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Sweden_cohort/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE12.mzML
O95084;O95084-2	O95084;O95084-2	PRS23_HUMAN	PRSS23		671294	607893	394396	525801		625735	972502	739691	438264	483977		678393	650265	576265	730366	881299	1.06198e+06	479478	472722	909412	600724	739987	756508	859127	1.03846e+06	1.01132e+06	787225	744501	773400	673201	488247	687158	687399	612742	302550	652762			787625	753117	600695	1.28543e+06	592626	432588	574453	642560	463628	783780	689253	731753		611483		544514	625819	455878		868873		766915	592529
O95156	O95156	NXPH2_HUMAN	NXPH2				472574			95079.3																															192526													60806.7											
O95157	O95157	NXPH3_HUMAN	NXPH3		1.21108e+06	1.3339e+06	1.17766e+06	1.13261e+06	743210	921425	1.03161e+06	828147	951531	1.07015e+06	816277	785359	1.08251e+06	1.29842e+06	1.43714e+06	680353	1.09845e+06	1.11959e+06	853591	1.16738e+06	1.10298e+06	1.60271e+06	1.46799e+06	917750	994927	700355	1.31386e+06	1.18567e+06	1.14963e+06	996236	696125	1.28613e+06	866694	441945	657874	1.17446e+06	1.09765e+06	933752	1.46673e+06	1.18241e+06	866159	739610	1.25322e+06	1.11636e+06	1.03656e+06	845324	1.1521e+06	896808	980629	1.07576e+06	713656	842423	1.14662e+06	1.16736e+06	1.39679e+06	921627	1.19456e+06	1.4488e+06	1.2367e+06	723891	1.0485e+06
O95158	O95158	NXPH4_HUMAN	NXPH4		1.16841e+07	1.43877e+07	9.51312e+06	1.24015e+07	1.27801e+07	9.54817e+06	1.05717e+07	9.33351e+06	9.69783e+06	7.139e+06	1.1349e+07	1.15168e+07	8.29799e+06	1.54568e+07	9.93998e+06	1.37366e+07	9.91402e+06	1.21542e+07	6.52121e+06	1.28116e+07	1.16629e+07	1.60849e+07	1.60189e+07	1.74373e+07	1.51107e+07	9.87605e+06	9.12696e+06	1.05663e+07	1.21373e+07	1.10224e+07	8.06264e+06	7.18992e+06	7.76782e+06	4.5342e+06	9.12657e+06	9.81182e+06	1.31892e+07	1.06914e+07	8.08984e+06	1.00874e+07	1.63857e+07	8.65824e+06	9.1713e+06	1.0866e+07	7.72658e+06	1.08155e+07	1.13991e+07	8.77118e+06	1.10421e+07	1.46466e+07	1.42802e+07	1.27374e+07	1.54941e+07	1.65354e+07	1.06316e+07	7.37629e+06	9.14222e+06	1.16661e+07	1.49493e+07	1.07672e+07	8.81938e+06
O95159	O95159	ZFPL1_HUMAN	ZFPL1		469478	495900	622343	355462	637271	496512	440169	295239	487374	336198	553447	469459	279272	193591	447896	201568	243404	382444	654482	314453	434225	397970	339470	392677	483736	436166	222487	350502	379155	447996	408447	385145	441517		230839	464330	221549	246609		289506	275660	357677	452121	433094	452293	259940	383285	167853	324319	420851	175286	380717	469591	428716	545482	503861	378604	256100	593391	315824	382799
O95164	O95164	UBL3_HUMAN	UBL3		286349	359970	296982	328163	394815	249334	265860	276581	173103	423011	317608	422374	189463	224392	256201	222370	215519	304154	451868	238720	277233	400046	275904	37521.8	549021	214189	299921	309248	97785.6	305314	322270	200622	267724			377887	202307	210142	279785	222460		293743	259322	238022	283448		272303		358812	199596	176577		175145	190546	307590	238567	299904	110578	242402	445581	276575
O95166	O95166	GBRAP_HUMAN	GABARAP		104856	133348	140725	71593.8	132252	161702			171227	125823	130523	74695	183331				51278		225682		255100	155025	142313	86869	87196.2		101187	143185				107645	137079		147343	99727.8	79516.3	142970	143266	200224	47834.2		153562	149632	221183	140175		88184	88555.2	132162		172280	129159	176414	164662		100911	92420.1	157776		190478
O95185	O95185;O95185-2	UNC5C_HUMAN	UNC5C		1.42672e+06	1.56877e+06	1.53672e+06	1.9789e+06	1.67244e+06	1.26781e+06	1.79495e+06	1.07002e+06	1.64721e+06	1.41418e+06	1.87316e+06	1.8029e+06	932447	1.43218e+06	1.65141e+06	1.16972e+06	1.74021e+06	1.18674e+06	2.01086e+06	1.28025e+06	1.44144e+06	1.94637e+06	1.87824e+06	1.62777e+06	1.83276e+06	907920	1.50258e+06	1.77246e+06	1.39191e+06	1.76504e+06	1.65664e+06	1.65862e+06	1.25012e+06	583954	1.49188e+06	1.71881e+06	1.30471e+06	1.0416e+06	1.20367e+06	1.5163e+06	1.65003e+06	1.76743e+06	1.39426e+06	1.83824e+06	1.32241e+06	1.51945e+06	1.42895e+06	1.38143e+06	1.60879e+06	1.70105e+06	1.14205e+06	1.46784e+06	1.90451e+06	1.70413e+06	1.80267e+06	1.6112e+06	1.82798e+06	1.58117e+06	2.0039e+06	1.64401e+06	2.06864e+06
O95196;O95196-2	O95196;O95196-2	CSPG5_HUMAN	CSPG5		4.3664e+06	3.26829e+06	5.13278e+06	5.29992e+06	3.97363e+06	3.87607e+06	2.94314e+06	2.0242e+06	5.89067e+06	3.2368e+06	4.78164e+06	4.12536e+06	3.62977e+06	4.04263e+06	4.46886e+06	3.94919e+06	4.53962e+06	2.98626e+06	4.01144e+06	4.26626e+06	4.10881e+06	5.20954e+06	4.85225e+06	4.25934e+06	4.29996e+06	1.98314e+06	3.43848e+06	4.25919e+06	5.91237e+06	3.96911e+06	6.03281e+06	3.8818e+06	2.26693e+06	1.00732e+06	2.44942e+06	3.79414e+06	3.69707e+06	2.73032e+06	3.32708e+06	2.56276e+06	3.07155e+06	3.08823e+06	3.0959e+06	5.52092e+06	3.00876e+06	1.66114e+06	2.91814e+06	1.72387e+06	3.65986e+06	3.56207e+06	3.69202e+06	2.85283e+06	3.7757e+06	4.00484e+06	3.08916e+06	4.04959e+06	5.36072e+06	4.48003e+06	4.86606e+06	2.50665e+06	4.59406e+06
O95206;O95206-2	O95206;O95206-2	PCDH8_HUMAN	PCDH8		1.42217e+06	1.22709e+06	2.25733e+06	1.78132e+06	2.35937e+06	2.58227e+06	1.48722e+06	743722	2.48519e+06	2.12426e+06	1.98096e+06	2.34727e+06	2.21382e+06	1.22102e+06	1.22095e+06	2.01982e+06	1.77817e+06	1.31178e+06	3.02691e+06	1.76233e+06	1.69936e+06	2.25526e+06	2.22688e+06	1.87432e+06	3.46265e+06	453402	1.50851e+06	1.50736e+06	2.81464e+06	1.87866e+06	1.91678e+06	1.53068e+06	1.36813e+06	408676	912717	1.4863e+06	1.92105e+06	820474	1.07511e+06	1.19838e+06	912510	1.08236e+06	1.47773e+06	1.59228e+06	1.94931e+06	786018	1.22027e+06	502011	1.07228e+06	1.42904e+06	1.29402e+06	1.1516e+06	1.85767e+06	864394	1.07477e+06	1.65488e+06	2.48134e+06	2.12294e+06	2.55112e+06	1.90701e+06	2.50392e+06
O95292	O95292	VAPB_HUMAN	VAPB			136193	134867	109246		253662	108405			141991			106941								162418	196137								151594	141095			36029.8		123661	77236.6							156311	105691	164753	58269.9			118772				141362	159445	277897					138527
O95297;O95297-2;O95297-3	O95297;O95297-2;O95297-3;O95297-4	MPZL1_HUMAN	MPZL1		444130	528715	573125	478103	434984	563851	666724	504512	590636	545081	547103	565148	504836	443738		358370	390320	618569	638039	439798	486748	460905	471232	867006	560151	464069	451553	543444	529165	589393	492216	539844	511247		458727	665188	423076	837221	362772	414143	493721	513310	443741	405428	408500	497395	426112	525066	423374	596940	417661	504214	511818	430946	518249	491598	491988	391114	626389	607857	506249
O95336	O95336	6PGL_HUMAN	PGLS		424953	570486	239621	347486	457119	440832	685492	253192	224599	401846	387626	311626	327247	169071	253808		196014	306824	363255	122069	441798	524601	502537	169408	325617	110284	293978	352414	173046	368872	381505	362577	319051	106924	337448	516586	228944	292385	229441		272277	332272	367086	416244	186891	505425	429413	289673	420245	212140	184788	305818	176503	381823	539794	554205	245287	323866	362542	504273	249892
O95390	O95390	GDF11_HUMAN	GDF11		952980	1.05808e+06	966130	1.02356e+06	994542	806652	1.16397e+06	935948	788873	868598	840916	1.05758e+06	1.04845e+06	991762	1.13496e+06	497116	854358	959601	844986	704464	900204	941176	930920	1.01159e+06	1.00064e+06	994814	938168	1.05763e+06	925219	1.06252e+06	834154	820533	1.00594e+06	592558	896751	1.0572e+06	940895	952803	741745	892871	916930	1.08411e+06	970132	652320	1.06834e+06	822595	1.01218e+06	801091	954766	845098	815761	685919	1.0399e+06	906464	856536	901968	773939	867797	848153	863449	874367
O95428;O95428-5;O95428-6	O95428;O95428-3;O95428-4;O95428-5;O95428-6	PPN_HUMAN	PAPLN		3.29424e+06	3.10281e+06	1.72654e+06	2.64019e+06	2.56577e+06	3.2072e+06	3.63587e+06	3.13315e+06	2.99351e+06	1.66387e+06	2.81925e+06	1.29018e+06	4.0251e+06	3.06066e+06	2.23738e+06	3.10475e+06	3.51325e+06	4.21284e+06	3.4789e+06	2.89152e+06	2.96495e+06	3.00543e+06	2.83307e+06	3.06242e+06	2.68541e+06	2.57008e+06	2.88546e+06	3.23132e+06	2.86527e+06	2.62814e+06	2.50042e+06	2.43776e+06	3.68855e+06	1.89164e+06	2.75377e+06	2.55866e+06	3.83764e+06	3.59259e+06	2.63664e+06	3.18989e+06	1.83539e+06	2.7344e+06	2.57156e+06	1.87461e+06	3.46592e+06	2.32668e+06	2.40722e+06	932144	1.35704e+06	2.80076e+06	3.55442e+06	2.22828e+06	3.43964e+06	2.53507e+06	2.37374e+06	2.8418e+06	3.1553e+06	3.05279e+06	2.42094e+06	2.3941e+06	3.0058e+06
O95433;O95433-2	O95433;O95433-2	AHSA1_HUMAN	AHSA1		67181.9	66980.8	58930.4	42628.4	63759.5		34248.1		62445.4	68706.9	49503.8	70592.7	96054.2	26501.9	29701		15436.8		80119.2		76027.4	63352.9	49772.3	50931.4	52653.1			30662.8		58624.7	35623.6	79142.7	43005.8			33686.5				41320.7			22769.1	48567.9	50636.2				41787.5	38165.6		34467.7			36014.5	39735.6	46437.8		48535.3	11512.1	52022.4
O95445	O95445;O95445-2	APOM_HUMAN	APOM		1.2924e+07	1.70478e+07	1.25188e+07	1.37375e+07	1.11958e+07	6.11073e+07	2.17785e+07	3.60415e+07	2.52525e+07	2.54982e+07	9.52123e+06	1.31806e+07	3.25889e+07	3.72828e+07	1.83953e+07	2.65289e+07	2.56521e+07	1.26707e+07	8.32317e+06	4.15529e+07	3.0659e+07	1.76654e+07	1.87868e+07	1.13029e+07	1.93917e+07	3.6059e+07	1.89757e+07	1.39088e+07	2.0953e+07	2.14992e+07	2.59848e+07	4.33558e+07	2.665e+07	5.48397e+07	5.01865e+07	1.58658e+07	2.52516e+07	5.87191e+07	3.79578e+07	3.57936e+07	7.90319e+07	3.74147e+07	2.20281e+07	2.14752e+07	4.99311e+07	3.53903e+07	2.77789e+07	2.94316e+07	1.55101e+07	2.71788e+07	2.95659e+07	3.62458e+07	3.44726e+07	2.45229e+07	1.36253e+07	3.36504e+07	2.77429e+07	2.33971e+07	1.45243e+07	3.28356e+07	1.38714e+07
O95445-2	O95445-2	APOM_HUMAN	APOM			79638.4	20359.5			266063	110304	106302	36367.7	161415											103367					222331				125833	96753.4	171800		376689	173532	121632		235347		141123	459337				176721	260689	152866	150221				67696.4	74181.9			230020				196567	
O95450	O95450;O95450-2	ATS2_HUMAN	ADAMTS2		1.14078e+06	1.41121e+06	1.02115e+06	1.0777e+06	1.37233e+06	1.31708e+06	969120	855971	632109	1.32672e+06	950220	1.09938e+06	853552	933992	790933	368904	735148	1.07516e+06	910831	825273	918837	1.25516e+06	1.18549e+06	714798	1.04849e+06	556012	963736	1.08159e+06	572618	873174	951152	1.07289e+06	844422	758091	850635	979339	1.44774e+06	985198	995980	732736	1.0549e+06	1.04783e+06	1.3351e+06	1.20966e+06	736142	1.18154e+06	880950	868517	926780	648513	901222	820711	983607	1.54608e+06	1.26159e+06	1.20186e+06	857736	993240	1.14927e+06	1.10912e+06	1.0333e+06
O95467	O95467	GNAS3_HUMAN	GNAS		993611	1.12328e+06	733003	712535	1.04221e+06	910605	912668	824168	605536	930050	1.04892e+06	432116	962477	908058	523694	738512	756914	1.31234e+06	574636	614907	1.15156e+06	1.39109e+06	1.43036e+06	906123	826583	548340	1.25986e+06	1.04534e+06	467312	1.06572e+06	924316	1.38861e+06	1.04102e+06	743612	802083	1.21841e+06	697699	844209	798816	736613	1.30565e+06	797338	1.36454e+06	1.0743e+06	1.04097e+06	1.24126e+06	1.03503e+06	1.11875e+06	889751	865193	833036	1.01381e+06	1.27812e+06	1.69362e+06	1.59828e+06	1.04276e+06	902159	614334	845759	897436	1.02116e+06
O95477	O95477	ABCA1_HUMAN	ABCA1		2.75753e+06	3.36559e+06	685112	1.3237e+06	3.31914e+06	828924	2.16431e+06	5.26943e+06	1.01685e+06	894420	5.92245e+06	990384	2.53724e+06	1.76071e+06	6.00456e+06	2.23179e+06	1.34931e+06	3.96511e+06	578595	2.50285e+06	3.64538e+06	1.5925e+06	1.76726e+06	2.70883e+06	1.02803e+06	2.91131e+06	1.29457e+06	1.63903e+06	1.16069e+06	2.07571e+06	1.92576e+06	3.21928e+06	3.83408e+06	3.02439e+06	7.46808e+06	2.09872e+06	5.80821e+06	3.47258e+06	1.16117e+07	3.85156e+06	5.00761e+06	2.51104e+06	2.13785e+06	1.99298e+06	1.45387e+06	5.1597e+06	4.7926e+06	3.5357e+06	1.90238e+06	1.05178e+06	1.12746e+07	1.44286e+06	1.40806e+06	5.33927e+06	2.32991e+06	1.97819e+06	2.34443e+06	2.18543e+06	1.42178e+06	2.39702e+06	869583
O95479;O95479-2	O95479;O95479-2	G6PE_HUMAN	H6PD		280486	289868	351809	284176	295202	323605	421571	527022	225604	317342	273060	324446	496400	287281	362942	64568.3	222641	699633	443823	241664	403308	2.11933e+06	186466	150975	263330	198312		361795	164485	402560	395171	467529	419108	474851	526096	300062	301609	230671	251547	419002	519649	383216	452020	335713	421886	309288	387084	425570	300830	417469	334677	424186	393958	413224	448900	456976	260835	233684	252396	246667	228560
O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7	O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7	AGRL2_HUMAN	ADGRL2		491023	407755	343445	560579	492092	395279	336155	293704	235127	445674	451875	350627	222933	251267	304282	456225	282970	183299	459480	250857	400404	408853	411139	359874	299657	244853	438030	361041	272161	519151	580903	297279	433048	92058.2	316902	565189	192365	260870	412669	441655	193572	305007	502843	353339	266922	357406	255127	241835	433161	312683	223103	278673	374764	379657	443786	365981	269175	279560	135904	358152	477662
O95497	O95497	VNN1_HUMAN	VNN1		830328	709081	130957	194716	1.45558e+06	631659	946524	1.66499e+06	729466	867065	746145	293734	508844	2.62364e+06	805068	454118	1.25104e+06	736930	537580		1.00752e+06	952778	947931	626216	1.3199e+06	991818	1.52529e+06	653600	691920	523645	820100	2.47726e+06	1.07361e+06	4.45823e+06	3.25581e+06	437072	1.55108e+06	1.39715e+06	1.55486e+06	924806	695096	533237	1.31601e+06	875107	2.08493e+06	2.0998e+06	1.27197e+06	1.69591e+06	670806	1.3905e+06	2.28815e+06	1.96004e+06	745481	2.44128e+06	627688	313670	496264	782512	987417	1.49662e+06	858205
